date,tweet,username,cleaning
Mon Apr 29 15:00:50 +0000 2024,Berhenti buka twt dulu karena tl twt ku isinya ije dan para penerima kipk tp hedon yg kena spill https://t.co/gnhAx16Cmy,gypsophilia_,berhenti buka twt dulu karena tl twt ku isinya ije dan para penerima kipk tp hedon yg kena spill
Mon Apr 29 14:59:34 +0000 2024,@eazieur Haduh udah trust issue darilama sama penerima kipk,nrfthhx,eazieur haduh udah trust issue darilama sama penerima kipk
Mon Apr 29 14:59:14 +0000 2024,@panntesan Awalnya ada yang up di base kayak dia kesel si cewek itu masuk kategori penerima kipk padahal keliatan gaya hidupnya hedon. Trs makin kesini makin kebuka aibnya yang suka jelek-jelek in orang idk itu asli apa nggak tapi orang-orang ngatain imagenya gak sesuai aslinya gitu,yoyochikin,panntesan awalnya ada yang up di base kayak dia kesel si cewek itu masuk kategori penerima kipk padahal keliatan gaya hidupnya hedon trs makin kesini makin kebuka aibnya yang suka jelek jelek in orang idk itu asli apa nggak tapi orang orang ngatain imagenya gak sesuai aslinya gitu
Mon Apr 29 14:58:33 +0000 2024,@tanyakanrl Penerima kipk hidup mewah juga bejat kelakuannya,qadrzaf,tanyakanrl penerima kipk hidup mewah juga bejat kelakuannya
Mon Apr 29 14:57:31 +0000 2024,Penerima kipk itu harus paham kalau kipk ini BANTUAN pendidikan bukan beasiswa. Namanya BANTUAN itu harusnya berhenti ketika sudah mampu. Sama kek bansos lah kalau u emang miskin gapapa nerima. Tapi kalau udah mampu ya jangan nerima lagi,pengincumlaude,penerima kipk itu harus paham kalau kipk ini bantuan pendidikan bukan beasiswa namanya bantuan itu harusnya berhenti ketika sudah mampu sama kek bansos lah kalau u emang miskin gapapa nerima tapi kalau udah mampu ya jangan nerima lagi
Mon Apr 29 14:55:34 +0000 2024,@byAmandytch @undipmenfess heh maemunah kipk itu utk yg ga mampu bayar ukt kuliah yaa. bagemana ceritanya penerima kipk punya usaha? aneh bgt ini orang.,zyaahfau,byamandytch undipmenfess heh maemunah kipk itu utk yg ga mampu bayar ukt kuliah yaa bagemana ceritanya penerima kipk punya usaha aneh bgt ini orang
Mon Apr 29 14:55:33 +0000 2024,Unairmenfess gada yg mau ngirim mf kaya gini kah yg berguna gitu sekali2 bahas penerima kipk yg ga layak,phiixz,unairmenfess gada yg mau ngirim mf kaya gini kah yg berguna gitu sekali bahas penerima kipk yg ga layak
Mon Apr 29 14:54:47 +0000 2024,@cecupacupss dia tu penerima kipk tapi hidupnya hedon terus dia ngatain siapa gitu,dinoraurusz,cecupacupss dia tu penerima kipk tapi hidupnya hedon terus dia ngatain siapa gitu
Mon Apr 29 14:53:44 +0000 2024,@nabellafayen @tanyarlfes Gada keharusan anak kipk yg sudah mampu secara keuangan lalu mengundurkan diri untuk mengembalikan uang yg udah dia terima selama menjadi penerima kipk.,hayoadaapahayo,nabellafayen tanyarlfes gada keharusan anak kipk yg sudah mampu secara keuangan lalu mengundurkan diri untuk mengembalikan uang yg udah dia terima selama menjadi penerima kipk
Mon Apr 29 14:51:35 +0000 2024,@kairimayorisol @orpheuzkaze @undipmenfess Penerima kipk sisir wet brush sisir abang2 pasar malem lahhh (gue),flyleemarkeu,kairimayorisol orpheuzkaze undipmenfess penerima kipk sisir wet brush sisir abang pasar malem lahhh gue
Mon Apr 29 14:47:29 +0000 2024,@natch4latte @nabellafayen @tanyarlfes iya makanya gw kan bahas ganti ruginya aja penerima LPDP pasti lebih dikit dari KIPK lebih mudah ditrace bahkan pemerintah sekarang udah punya datanya sementara nyari penerima KIPK yg sekarang hidupnya udah enak masih kudu dibantu netizen mending urus dulu yg LPDP,exxxtrahottt,natchlatte nabellafayen tanyarlfes iya makanya gw kan bahas ganti ruginya aja penerima lpdp pasti lebih dikit dari kipk lebih mudah ditrace bahkan pemerintah sekarang udah punya datanya sementara nyari penerima kipk yg sekarang hidupnya udah enak masih kudu dibantu netizen mending urus dulu yg lpdp
Mon Apr 29 14:46:25 +0000 2024,Jangan hanya menuntut pihak KIPK dong shay pihak penerima beasiswa KIPK jika sudah mampu ya sadar diri &amp; inisiatif. Gw tau kok ada org yg ngerasa ga berhak lg dapet KIPK dan dia memilih untuk mendatangi pihak kampus supaya beasiswanya dicabut :),gegedoeg,jangan hanya menuntut pihak kipk dong shay pihak penerima beasiswa kipk jika sudah mampu ya sadar diri amp inisiatif gw tau kok ada org yg ngerasa ga berhak lg dapet kipk dan dia memilih untuk mendatangi pihak kampus supaya beasiswanya dicabut
Mon Apr 29 14:45:04 +0000 2024,Marah banget gue inget dulu ada temen sejurusan gue berkali-kali banding ukt gagal part time sana sini cari beasiswa apapun biar bertahan di sana sampe lulus dan ada penerima kipk kek gini. Jahat banget sumpah jahat banget,moonsclover,marah banget gue inget dulu ada temen sejurusan gue berkali kali banding ukt gagal part time sana sini cari beasiswa apapun biar bertahan di sana sampe lulus dan ada penerima kipk kek gini jahat banget sumpah jahat banget
Mon Apr 29 14:42:29 +0000 2024,@convomf Klu emg dia pernah sesulit itu sebelum ini dan skrg pendapatan dia udah banyak hrusnya mengundurkan diri dri penerima kipk bukan tunggu viral dulu. Klu ga viral sampe lulus tuh bkal pake kipk,spathiphyllumfs,convomf klu emg dia pernah sesulit itu sebelum ini dan skrg pendapatan dia udah banyak hrusnya mengundurkan diri dri penerima kipk bukan tunggu viral dulu klu ga viral sampe lulus tuh bkal pake kipk
Mon Apr 29 14:41:52 +0000 2024,Kasus kek gini tuh pasti ada gak sih? Dulu aku juga nemu anak yg keliatan Hedon bgt makek tas baju make up bagus . Ternyata dia penerima kipk. Dibandingin sama kita yg tampak gembel tapi masih bayar UKT ini keliatan jomplang.,mayakiwkiw,kasus kek gini tuh pasti ada gak sih dulu aku juga nemu anak yg keliatan hedon bgt makek tas baju make up bagus ternyata dia penerima kipk dibandingin sama kita yg tampak gembel tapi masih bayar ukt ini keliatan jomplang
Mon Apr 29 14:40:48 +0000 2024,@evylagi Tadi sempet liat ada tweet yg ungkap orientasi seksualnya dia. Seolah olah orang berkekurangan penerima kipk mesti suci dan ga boleh punya orientasi seksual ‍,wahkerensih,evylagi tadi sempet liat ada tweet yg ungkap orientasi seksualnya dia seolah olah orang berkekurangan penerima kipk mesti suci dan ga boleh punya orientasi seksual
Mon Apr 29 14:38:53 +0000 2024,@niwseir Dari masalah ini aku bisa mikir bahwa menjadi manusia yg beretika itu wajib hukum nya. Oke dari penyelenggara harus ada rules yg lebih jelas lagi terkait para penerima kipk. Tapi dari penerima sebaiknya juga lebih beretika sedikit ketika sudah sangat (cont),Nab1002,niwseir dari masalah ini aku bisa mikir bahwa menjadi manusia yg beretika itu wajib hukum nya oke dari penyelenggara harus ada rules yg lebih jelas lagi terkait para penerima kipk tapi dari penerima sebaiknya juga lebih beretika sedikit ketika sudah sangat cont
Mon Apr 29 14:38:38 +0000 2024,Oalah jadi si penerima kipk undip yg sok seleb hedon &amp; ga tau diri ini ternyata jg antis bts najis bgt liat ketikannya dihh Ayo army bantu rnb akun dia lebih bagus report IG nya biar sadar ,ziellyzx,oalah jadi si penerima kipk undip yg sok seleb hedon amp ga tau diri ini ternyata jg antis bts najis bgt liat ketikannya dihh ayo army bantu rnb akun dia lebih bagus report ig nya biar sadar
Mon Apr 29 14:36:44 +0000 2024,Penerima kipk tp hedon itu manusia2 kontol semua moga masuk neraka. Buat semua yg ngebela lu kontol pantek anjing,nozelth,penerima kipk tp hedon itu manusia kontol semua moga masuk neraka buat semua yg ngebela lu kontol pantek anjing
Mon Apr 29 14:35:26 +0000 2024,@syskaltfa dia penerima kipk tapi sekarang dengan gaya hidupnya udah ga layak nerima kipk. karena kipk kan untuk mahasiswa kurang mampu yaa sedangkan dia kebutuhan tersier aja sangat bisa memenuhi begituuu,doyaneskelapa,syskaltfa dia penerima kipk tapi sekarang dengan gaya hidupnya udah ga layak nerima kipk karena kipk kan untuk mahasiswa kurang mampu yaa sedangkan dia kebutuhan tersier aja sangat bisa memenuhi begituuu
Mon Apr 29 14:33:15 +0000 2024,Itu pendapat aku. Let me know kalo misalkan memang ada kebijakan yang mengatur itu. Karena setauku penerima kipk cuma harus ngejaga ipk deh,potato_luvr,itu pendapat aku let me know kalo misalkan memang ada kebijakan yang mengatur itu karena setauku penerima kipk cuma harus ngejaga ipk deh
Mon Apr 29 14:32:56 +0000 2024,Setuju sih. Sebenernya nggak bisa full nyalahin penerima karena sejauh ini kayanya gaada aturan Mahasiswa yang sudah mampu harus mundur dari KIPK Mungkin orang2 marah karena itu berkaitan sama norma yg berlaku yaitu Jangan serakah kasih ke yang lebih membutuhkan --,potato_luvr,setuju sih sebenernya nggak bisa full nyalahin penerima karena sejauh ini kayanya gaada aturan mahasiswa yang sudah mampu harus mundur dari kipk mungkin orang marah karena itu berkaitan sama norma yg berlaku yaitu jangan serakah kasih ke yang lebih membutuhkan
Mon Apr 29 14:32:16 +0000 2024,Setiap tau ada kasus kayak gini kesel banget tai wkwkwk. Meanwhile di angkatan gua sendiri aja banyak penerima kipk yang ternyata orang berada,rubyjdane,setiap tau ada kasus kayak gini kesel banget tai wkwkwk meanwhile di angkatan gua sendiri aja banyak penerima kipk yang ternyata orang berada
Mon Apr 29 14:30:20 +0000 2024,Solusi konkret: buatin sistem whistleblower buat penerima KIPK yang jelas2 bukan haknya,bicara_asa,solusi konkret buatin sistem whistleblower buat penerima kipk yang jelas bukan haknya
Mon Apr 29 14:29:15 +0000 2024,dulu mahasiswa ngejatuhin rezim soeharto sekarang mahasiswa ngejatuhin penerima kipk tmn mereka sendiri kl mau dikatakan penyalahgunaan maka harus ada bukti ini justru bisa berbalik jadi pidana buat yg menjelek-jelekkan,taufiknugroho,dulu mahasiswa ngejatuhin rezim soeharto sekarang mahasiswa ngejatuhin penerima kipk tmn mereka sendiri kl mau dikatakan penyalahgunaan maka harus ada bukti ini justru bisa berbalik jadi pidana buat yg menjelek jelekkan
Mon Apr 29 14:27:20 +0000 2024,@T0BI00 ADUHHH RUAMEEEE BANGETT KASUS INI JETTTT aku kasih intinya aja yaa. Dia tuh byuti influencer. Suka flexing barang² mewah yg dia bilang hasil kerja keras TAPI YG BIKIN RAME TUH DIA PENERIMA KIPK. Pernah bully cewe² twt d gc ngetweet jorok bkep d akun dia yg gede itu,gojostartoru,tbi aduhhh ruameeee bangett kasus ini jetttt aku kasih intinya aja yaa dia tuh byuti influencer suka flexing barang mewah yg dia bilang hasil kerja keras tapi yg bikin rame tuh dia penerima kipk pernah bully cewe twt d gc ngetweet jorok bkep d akun dia yg gede itu
Mon Apr 29 14:23:59 +0000 2024,@undipmenfess penerima kipk di jurusan ku jga kek tertutup yg berani munculin atau ngasih unjuk klo mereka penerima kipk tuh cuma 1 atau 2 org. pas aku ngobrol sama org tsb ngebahas soal kipk aku tanyain org² yg dpt kipk di jurusan ku siapa aja ternyata mereka² yg ngampus pke mobil :),ltjwend,undipmenfess penerima kipk di jurusan ku jga kek tertutup yg berani munculin atau ngasih unjuk klo mereka penerima kipk tuh cuma atau org pas aku ngobrol sama org tsb ngebahas soal kipk aku tanyain org yg dpt kipk di jurusan ku siapa aja ternyata mereka yg ngampus pke mobil
Mon Apr 29 14:23:36 +0000 2024,Masalahnya aku jg ngerti kalau org yg bukan penerima KIPK blm tentu paham skema bantuannya tuh kyk gmn. Ada banyak faktor jg. Semisal si penerima ini bisa beli kebutuhan sekunder pun blm tentu kalau subsidinya dicabut dia bisa bayar uang kuliah jg.,garissejajar,masalahnya aku jg ngerti kalau org yg bukan penerima kipk blm tentu paham skema bantuannya tuh kyk gmn ada banyak faktor jg semisal si penerima ini bisa beli kebutuhan sekunder pun blm tentu kalau subsidinya dicabut dia bisa bayar uang kuliah jg
Mon Apr 29 14:22:49 +0000 2024,@kyunsdaydream Mhs undip penerima kipk yg sebenernya lebih dr mampu karna hedon abis dan suka flexing sana sini,Nhagyugyu,kyunsdaydream mhs undip penerima kipk yg sebenernya lebih dr mampu karna hedon abis dan suka flexing sana sini
Mon Apr 29 14:22:10 +0000 2024,@antoflee Penerima kipk dia,nishgmura,antoflee penerima kipk dia
Mon Apr 29 14:22:08 +0000 2024,Gokil ini orang gue penerima kipk tapi buat beli laptop dengan harga 3jutaan aja baru bisa kebeli di semester 4 ini hp somay kentang ngelag since 2022 boro2 hedon. Uang kipk persemester yg dikasih kadang uda ketag duluan buat bayar rumah (yes my mom bro and i rented house),Darrennzz,gokil ini orang gue penerima kipk tapi buat beli laptop dengan harga jutaan aja baru bisa kebeli di semester ini hp somay kentang ngelag since boro hedon uang kipk persemester yg dikasih kadang uda ketag duluan buat bayar rumah yes my mom bro and i rented house
Mon Apr 29 14:17:50 +0000 2024,gue ngerti banget rasanya udah daftar kipk tapi ga bisa dapetin kesempatan itu semoga penerima kipk ke depannya bener² mereka yang layak untuk dapetin hak tersebut dan yang udah nerima bisa gunain itu dengan semestinya,prvhopee,gue ngerti banget rasanya udah daftar kipk tapi ga bisa dapetin kesempatan itu semoga penerima kipk ke depannya bener mereka yang layak untuk dapetin hak tersebut dan yang udah nerima bisa gunain itu dengan semestinya
Mon Apr 29 14:16:44 +0000 2024,@nrfthhx Penerima kipk anak undip,piyayya_,nrfthhx penerima kipk anak undip
Mon Apr 29 14:15:06 +0000 2024,@glamoroussstar penerima kipk tapi influencer income 2 digit kak,hyuckue,glamoroussstar penerima kipk tapi influencer income digit kak
Mon Apr 29 14:13:27 +0000 2024,Sebagai ex mahasiswa bidikmisi dulu tuh ada survey dr pihak kampus yg nerjunin pengurus bm buat survey rumah calon penerima bm. Makanya heran apa skrg proses kipk ga ada survey rumah dan segala macem?,siapahayoooo000,sebagai ex mahasiswa bidikmisi dulu tuh ada survey dr pihak kampus yg nerjunin pengurus bm buat survey rumah calon penerima bm makanya heran apa skrg proses kipk ga ada survey rumah dan segala macem
Mon Apr 29 14:13:10 +0000 2024,biarin ajh anjr kesel bgt dah bs nya penerima kipk sdangkan ortu gwe mati matian buat bayar ukt gwe yng lumayan tinggi itu,cravingmatcha,biarin ajh anjr kesel bgt dah bs nya penerima kipk sdangkan ortu gwe mati matian buat bayar ukt gwe yng lumayan tinggi itu
Mon Apr 29 14:12:48 +0000 2024,@convomfs Intinya awal mula masalah tuh dia ketauan hedon pdhl penerima kipk tp makin menjalar dah tuh smpe kekuak kelakuan jelek dia pdhl dia masuk org yg pny pengaruh,cakqee,convomfs intinya awal mula masalah tuh dia ketauan hedon pdhl penerima kipk tp makin menjalar dah tuh smpe kekuak kelakuan jelek dia pdhl dia masuk org yg pny pengaruh
Mon Apr 29 14:11:23 +0000 2024,@glamoroussstar ituu sj ija ija itu dia penerima kipk tapi hidupnya itu hedon dia sering belanja ini itu lah bisa terbilang hidupnya mampu dia jga sempet bully orang,haekaae,glamoroussstar ituu sj ija ija itu dia penerima kipk tapi hidupnya itu hedon dia sering belanja ini itu lah bisa terbilang hidupnya mampu dia jga sempet bully orang
Mon Apr 29 14:11:08 +0000 2024,@undipmenfess Makanya jgn suka pamer di medsos apalagi penerima kipk. Krn bnyk yg kurang mampu tdk dpt kip dan ttp byr ukt mahal. Itu yg bikin netizen esmosi liatnya,ayunovividianti,undipmenfess makanya jgn suka pamer di medsos apalagi penerima kipk krn bnyk yg kurang mampu tdk dpt kip dan ttp byr ukt mahal itu yg bikin netizen esmosi liatnya
Mon Apr 29 14:10:31 +0000 2024,@tanyarlfes Kan pas mau kuliah pake KIPK ada surat perjanjiannya (tdi ada yg sebar) disitu tertulis penerima KIPK DILARANG BEKERJA sementara usaha/wiraswasta itu termasuk dalam pekerjaan?? Jdi apakah boleh?? Ya jelas engga klo mau beasiswa tpi masih pengen usaha cari yg lain,setyoriono,tanyarlfes kan pas mau kuliah pake kipk ada surat perjanjiannya tdi ada yg sebar disitu tertulis penerima kipk dilarang bekerja sementara usahawiraswasta itu termasuk dalam pekerjaan jdi apakah boleh ya jelas engga klo mau beasiswa tpi masih pengen usaha cari yg lain
Mon Apr 29 14:10:30 +0000 2024,@niwseir Awalnya gue stuju sm opini ini. Mnrt gue anak kipk ga masalah kl punya device yg proper utk mendukung kegiatan kuliahnya. Tp case mba nya ini tu dia udh smpe bsa kasih transferan ke mama nya bisa beli tas banyak beli barang tersier lainnya. Udh bukan penerima kipk lg itu.,crystalsnowwyy,niwseir awalnya gue stuju sm opini ini mnrt gue anak kipk ga masalah kl punya device yg proper utk mendukung kegiatan kuliahnya tp case mba nya ini tu dia udh smpe bsa kasih transferan ke mama nya bisa beli tas banyak beli barang tersier lainnya udh bukan penerima kipk lg itu
Mon Apr 29 14:10:23 +0000 2024,@glamoroussstar dia tuh dl katanya pernah ngata2in orang di gc trs ini ternyata dia jg penerima kipk pdhl doi termasuk mampu,haettsun,glamoroussstar dia tuh dl katanya pernah ngatain orang di gc trs ini ternyata dia jg penerima kipk pdhl doi termasuk mampu
Mon Apr 29 14:08:20 +0000 2024,Gaezz ada yg lebih BANGSAT kelakuannyaa dari penerima KIPK yg sedang dikuliti ituu. Hak warga negara dipake bayar biduan gaez ayoo kita rame-rame kuliti jugaa.,yopisid,gaezz ada yg lebih bangsat kelakuannyaa dari penerima kipk yg sedang dikuliti ituu hak warga negara dipake bayar biduan gaez ayoo kita rame rame kuliti jugaa
Mon Apr 29 14:05:04 +0000 2024,Masalah KIPK gini jadi melebar kemana-mana dah. Yg salah: gaya hidup (karena dianggap hedon padahal penerima kipk). Yg dibahas: kelakuan sirkel dosa masa lalu pencapaian dll. Aji mumpung siklus warga X. Kaga ada yg nyenggol penylenggara KIPK kah?,yopisid,masalah kipk gini jadi melebar kemana mana dah yg salah gaya hidup karena dianggap hedon padahal penerima kipk yg dibahas kelakuan sirkel dosa masa lalu pencapaian dll aji mumpung siklus warga x kaga ada yg nyenggol penylenggara kipk kah
Mon Apr 29 14:04:39 +0000 2024,@alansuparlan Dia dulu emang kurang punya sih setahu gw. Brati salahnya dia setelah udah kaya tapi ga ngundurin diri dari penerima kipk ya.,radarkegilaan,alansuparlan dia dulu emang kurang punya sih setahu gw brati salahnya dia setelah udah kaya tapi ga ngundurin diri dari penerima kipk ya
Mon Apr 29 14:02:26 +0000 2024,@niwseir @sofarawayoong1 @la_lalijah ngeyel mulu kek opininya paling bener. padahal sudut pandang masyarakat juga anggep ijah salah gak sepenuhnya salah. apalagi posisi si ijah doyan felxing gak menghargai banget penerima KIPK yang lebih pantas,Bearbunn_,niwseir sofarawayoong la lalijah ngeyel mulu kek opininya paling bener padahal sudut pandang masyarakat juga anggep ijah salah gak sepenuhnya salah apalagi posisi si ijah doyan felxing gak menghargai banget penerima kipk yang lebih pantas
Mon Apr 29 14:00:50 +0000 2024,menurutku penerima kipk yg tepat sasaran seharusnya mikir begitu ya boleh sih buat beli hp pc dan sebagainya selama itu menunjang perkuliahan tapi kalo sampe bisa beli hp up to belasan juta motor biayain adek sekolah bayar utang ortu milyaran liburan ke ln beli tas mahal,outputskz,menurutku penerima kipk yg tepat sasaran seharusnya mikir begitu ya boleh sih buat beli hp pc dan sebagainya selama itu menunjang perkuliahan tapi kalo sampe bisa beli hp up to belasan juta motor biayain adek sekolah bayar utang ortu milyaran liburan ke ln beli tas mahal
Mon Apr 29 14:00:01 +0000 2024,@seawinan Penerima kipk yg problematic yank,younzhilla,seawinan penerima kipk yg problematic yank
Mon Apr 29 13:58:02 +0000 2024,@mamalembot Iya sih masa penerima kipk harus konsisten susah,peppreoni,mamalembot iya sih masa penerima kipk harus konsisten susah
Mon Apr 29 13:58:10 +0000 2024,@undipmenfess Kaya selebgram kudus tuh kampus umk hidupnya hedon hp boba 3 punya warung makan depan kampus persis endorse juga banyak tpi penerima kipk wkwkwk,sakib6423790358,undipmenfess kaya selebgram kudus tuh kampus umk hidupnya hedon hp boba punya warung makan depan kampus persis endorse juga banyak tpi penerima kipk wkwkwk
Mon Apr 29 14:00:01 +0000 2024,kayaknya topik tentang penerima kipk lagi rame ya,ceezyss,kayaknya topik tentang penerima kipk lagi rame ya
Mon Apr 29 13:57:59 +0000 2024,menanggapi ini memang sulit bgt bahkan hampir mustahil untuk penyelenggara memonitoring penerima KIPK. tpi jangan salahin publik juga kalo yang penerima juga flexing justru publik dibutuhkan disini. untuk yang kelakukan sama tpi low profile itu yang sulit.,ewconomics,menanggapi ini memang sulit bgt bahkan hampir mustahil untuk penyelenggara memonitoring penerima kipk tpi jangan salahin publik juga kalo yang penerima juga flexing justru publik dibutuhkan disini untuk yang kelakukan sama tpi low profile itu yang sulit
Mon Apr 29 13:56:50 +0000 2024,@taufiknugroho @undipmenfess loh katanya di sop penerima kipk kalo sudah mampu harusnya mengundurkan diri,katzemeanscat,taufiknugroho undipmenfess loh katanya di sop penerima kipk kalo sudah mampu harusnya mengundurkan diri
Mon Apr 29 13:55:13 +0000 2024,huft untung aja penerima kipk di sekitarku tepat sasaran semua malah orang yg mikir pinter uang kipknya dia tabung yah dijajanin dikit aja sih seperlunya terus dipake buat fast track s2 deh jadi ukt buat s2 tinggal nambah 500k aja dia nah 500k ini ya dari tabungan kipk itu,outputskz,huft untung aja penerima kipk di sekitarku tepat sasaran semua malah orang yg mikir pinter uang kipknya dia tabung yah dijajanin dikit aja sih seperlunya terus dipake buat fast track s deh jadi ukt buat s tinggal nambah k aja dia nah k ini ya dari tabungan kipk itu
Mon Apr 29 13:54:51 +0000 2024,@gayaikan @undipmenfess semoga pihak kampus meninjau ulang lagi penerima kipk soal nya gemes liat nya ga tepat sasaran bjing,truezapzin,gayaikan undipmenfess semoga pihak kampus meninjau ulang lagi penerima kipk soal nya gemes liat nya ga tepat sasaran bjing
Mon Apr 29 13:53:52 +0000 2024,@jakszel @convomfs Memang bisa lolos ya kalau rumahnya gitu? Bukannya penerima kipk ada surveinya?,Sunflow16114668,jakszel convomfs memang bisa lolos ya kalau rumahnya gitu bukannya penerima kipk ada surveinya
Mon Apr 29 13:53:16 +0000 2024,@niwseir ga ada yg blg ga boleh ada perubahan nasib di sini kan problemnya si mje itu masih jadi penerima kipk bahkan setelah dia punya income dua digit,alr_rl,niwseir ga ada yg blg ga boleh ada perubahan nasib di sini kan problemnya si mje itu masih jadi penerima kipk bahkan setelah dia punya income dua digit
Mon Apr 29 13:51:16 +0000 2024,@undipmenfess Pls kalian yg penerima kipk tp hidup kalian sangat2 sudah tercukupi pls banget dipake hati nurani nya. Masih banyak banget yg lebih pantas menerima gw aja dlu kuliah smbil kerja biar bisa bayar kos soalnya ksian ortu udh mkirin ukt gr2 gw gak dket sama kades makanya ga dpt kip,dainesorawr,undipmenfess pls kalian yg penerima kipk tp hidup kalian sangat sudah tercukupi pls banget dipake hati nurani nya masih banyak banget yg lebih pantas menerima gw aja dlu kuliah smbil kerja biar bisa bayar kos soalnya ksian ortu udh mkirin ukt gr gw gak dket sama kades makanya ga dpt kip
Mon Apr 29 13:50:46 +0000 2024,Anjir tl isinya masalah KIPK semua wkwk. Buat penerima kipk yg hidupnya hedon barter yuk boba lu sama poco gua,sayuranjg,anjir tl isinya masalah kipk semua wkwk buat penerima kipk yg hidupnya hedon barter yuk boba lu sama poco gua
Mon Apr 29 13:49:38 +0000 2024,lucu kali org ini ngatai iri ke org yg ngatai penerima kipk yg hedon. wak ko gatau rsnya middle class ngeliat anak kipk hedonnya lewat lewat org midd wak mndinh kau diam aja babi,arsesnic,lucu kali org ini ngatai iri ke org yg ngatai penerima kipk yg hedon wak ko gatau rsnya middle class ngeliat anak kipk hedonnya lewat lewat org midd wak mndinh kau diam aja babi
Mon Apr 29 13:49:20 +0000 2024,harusnya disaat dia bs memenuhi segala kebutuhan tersiernya mengundurkan diri dari penerima kipk gasi,shndw,harusnya disaat dia bs memenuhi segala kebutuhan tersiernya mengundurkan diri dari penerima kipk gasi
Mon Apr 29 13:48:48 +0000 2024,@adawpdli sesuk dadi penerima kipk dek,akunhihim,adawpdli sesuk dadi penerima kipk dek
Mon Apr 29 13:48:37 +0000 2024,jir base undip isinya spill penerima kipk yang ga tepat sasaran ub jg adain dong pls aku banyak listnya neh,kittyfications,jir base undip isinya spill penerima kipk yang ga tepat sasaran ub jg adain dong pls aku banyak listnya neh
Mon Apr 29 13:48:00 +0000 2024,@undipmenfess Betul shrsnya diumumkan di medsos bg penerima KIPK biar ada kontrol.,Gantijaman,undipmenfess betul shrsnya diumumkan di medsos bg penerima kipk biar ada kontrol
Mon Apr 29 13:47:34 +0000 2024,@jonos_ Dia penerima KIPK tapi hidupnya hedon dan sombong,todayis_gigi,jonos dia penerima kipk tapi hidupnya hedon dan sombong
Mon Apr 29 13:47:27 +0000 2024,@_lonewolfffs @astyiasyz @undipmenfess Aku gatau sih sebelum kuliah keuangan dia gimana tapi yang jelas dia bilang udh punya income segitu pas umur 19 dan dia penerima KIPK dari 2021 (18 tahun). Denger2 dia masuk jalur mandiri yang biasanya jalur itu buat orang pinter kaya raya karna uang pangkalnya bisa puluhan juta.,qamilaqabelo,lonewolfffs astyiasyz undipmenfess aku gatau sih sebelum kuliah keuangan dia gimana tapi yang jelas dia bilang udh punya income segitu pas umur dan dia penerima kipk dari tahun denger dia masuk jalur mandiri yang biasanya jalur itu buat orang pinter kaya raya karna uang pangkalnya bisa puluhan juta
Mon Apr 29 13:47:13 +0000 2024,@luckyhxchn dia penerima kipk padahal dia mampu terus suka flexing barang2 mahal gitu (influencer juga) terus dispill di base undip. eh ternyata kebongkar kalo dia dulunya juga suka ngebully orang sama suka ngeb*kep https://t.co/BtBmhVk0Oo,lovessrenjun,luckyhxchn dia penerima kipk padahal dia mampu terus suka flexing barang mahal gitu influencer juga terus dispill di base undip eh ternyata kebongkar kalo dia dulunya juga suka ngebully orang sama suka ngeb kep
Mon Apr 29 13:44:00 +0000 2024,@convomf Loh netizen ini nyalahinnya karena dia udah dapat income 2 digit udah bisa hedan hedon beli kebutuhan tersier yang mahal mahal tapi engga ngundurin diri dari penerima kipk disaat banyak orang yang kuliah sambil maksa kerja dengan gaji kecil tapi ngga bisa dapat kipk karena-,agapynch,convomf loh netizen ini nyalahinnya karena dia udah dapat income digit udah bisa hedan hedon beli kebutuhan tersier yang mahal mahal tapi engga ngundurin diri dari penerima kipk disaat banyak orang yang kuliah sambil maksa kerja dengan gaji kecil tapi ngga bisa dapat kipk karena
Mon Apr 29 13:42:35 +0000 2024,@tanyarlfes Yuk univ lain gerak juga yuk... kasihan sama adek²nya yang harusnya jadi penerima KIPK tapi kuotanya diisi sama mereka si koruptor UMKM Semua harus viral biar bisa diurus ,Oktaviainiokta,tanyarlfes yuk univ lain gerak juga yuk kasihan sama adek nya yang harusnya jadi penerima kipk tapi kuotanya diisi sama mereka si koruptor umkm semua harus viral biar bisa diurus
Mon Apr 29 13:42:05 +0000 2024,Borosnya cowo ga kelihatan. Kemaren beberapa kali lihat twit soal penerima kipk nyewa cewe nha ini kan bukan sesuatu yang kelihatan karena ga dibawa dan ga melekat trus bukan sesuatu yang bisa dipamerin di medsos juga.,hnf1798114971,borosnya cowo ga kelihatan kemaren beberapa kali lihat twit soal penerima kipk nyewa cewe nha ini kan bukan sesuatu yang kelihatan karena ga dibawa dan ga melekat trus bukan sesuatu yang bisa dipamerin di medsos juga
Mon Apr 29 13:41:42 +0000 2024,@silvvvera @granolish Mjb sepertinya anda belum tahu masalah ija ija itu Jadi dia ngetwit begitu tapi dia sendiri penerima kipk padahal orang mampu. Cmiiw,adrenieline,silvvvera granolish mjb sepertinya anda belum tahu masalah ija ija itu jadi dia ngetwit begitu tapi dia sendiri penerima kipk padahal orang mampu cmiiw
Mon Apr 29 13:41:38 +0000 2024,@tanyarlfes Hah? Dia penerima kipk?,bubblesarea,tanyarlfes hah dia penerima kipk
